"Data Source","World Development Indicators",

"Last Updated Date","2018-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Malaysia","MYS","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.3","","","","35.2","35.3","34.9","35.4","35.4","37.9","37.2","37.3","37.9","38.3","38.5","38.7","39","39.2","39.1","39.3","38.6","38.7","39.2","","","","",
"North America","NAC","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.6307991846972","47.0825229157284","47.2812853529923","47.3809086821179","47.2595964599259","47.2790378772875","47.3688596739136","47.3392704252322","47.4889730436435","47.6794755768614","47.4998821032521","47.5412320405724","47.6444777596213","47.8579420816676","47.7017614017389","47.4902893933579","47.5014953561974","47.6363358065839","47.9149285551091","48.5270660236664","48.5080514051173","48.0204380412604","48.0220047936041","47.9244548724297","","","","",
"Namibia","NAM","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.8","40.7","","","41.4","","","","","","","","42.4","43","","","","",
"New Caledonia","NCL","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.9","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.7","","","","","","","","","","","","","","","25.4","27.2","30.4","36.1","","","","","","","","","",
"Nigeria","NGA","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","18.6","19.3","20.1","20.8","21","21.1","","","","","","","","","","","","",
"Nicaragua","NIC","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.5","38.6","38.3","38.6","38.1","","","","","","","","","","",
"Netherlands","NLD","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.7","38.6","39.7","40.6","41.3","41.4","41.3","41.9","42.2","42.9","43.5","43.9","44.7","45.8","45.8","46.5","46.8","47.4","47.8","48.4","49","49.5","49.4","48.7","","","","",
"Norway","NOR","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","47.5","47.5","47.8","47.7","47.7","47.8","48","48.1","48.3","48.2","48.3","48.9","49.1","49.2","49","49.3","49.2","49.1","49.4","49.3","49.3","49.1","48.9","","","","",
"Nepal","NPL","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1","","14","","","","","","","","","","","","","","","","",
"Nauru","NRU","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.1","45.5","45.5","45.4","45.7","45.6","46.2","46.4","46.7","47.1","47.1","47.3","47.1","47.4","47.5","47.5","47.3","47.1","47","47.5","47.9","47.7","47.5","47.2","","","","",
"OECD members","OED","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.2544865125162","42.3305736360267","42.909796453187","42.7840878778363","43.2671198138238","43.0837100745181","43.2848678957034","43.4049790933285","43.4474748312995","43.7808850358966","44.009442490434","44.2121865412245","44.482817815299","44.7398922210767","44.8481238550071","44.974297494454","45.1054368403549","45.228490596475","45.2874089950442","45.9367549927481","45.8160616442481","45.6204120727324","45.8463629103554","45.933315274197","","","","",
"Oman","OMN","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7","19.2","20.3","20.9","20.2","20.9","21.9","22","22.6","23.4","24.5","25.3","","","","","","","","","","","","","","","","",
"Other small states","OSS","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.7","9.5","10.2","9.5","9.5","8.8","8.8","12.2","9.8","9.9","13","13","13.6","13.6","13.9","13.9","13.4","13.2","12.6","","","","","","","","","",
"Panama","PAN","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.4","42.9","42.3","42.7","42.5","43.5","41.7","42.2","43","43","43.5","44","43.6","43.4","42.5","43.1","42.2","42.1","42.9","44.6","43.9","","","","","",
"Peru","PER","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","30.1","31","32.8","30.8","32","32.4","33.3","32.2","32.5","32.3","34","34.7","35.1","35.8","37.6","37.6","37","","","","",
"Philippines","PHL","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.4","40.3","40.3","40.1","40","38.8","39.7","40.5","40.4","40.9","41.2","41.9","41.3","40.7","41.4","41.9","41.9","41.7","41.9","42","41.8","41.4","41.5","","","","",
"Palau","PLW","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.5","","","","","42.2","","","","","39.6","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.9","","","","","","","","","","32.1","","","","","","","","","","","","","","","","","",
"Poland","POL","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.3","47.1","46.6","46.8","47.1","46.9","47.2","47.9","48.2","47.3","46.7","46.6","46.8","46.6","46.8","46.6","46.4","46.6","46.9","","","","",
"Pre-demographic dividend","PRE","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.5","46.4","45.8","45.3","44.7","43.9","42.7","41.6","40.6","40","39.6","41.3","40.7","40.1","39.9","40.5","40.8","41.5","41.7","43.8","46.3","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.7","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.5","42.9","45.3","45","45.6","46.3","46.3","46","45.6","45.9","46","46.4","46.9","47.2","47.8","47.8","47.8","48.2","46.3","47.8","48.1","48.8","49.6","49.8","","","","",
"Paraguay","PRY","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","39.9","44.2","42.7","40.7","","41.9","","","","39.3","","37.7","38.9","40","40.1","38.7","40.2","39.5","40.1","39.3","41.8","41.1","43.9","","","","",
"West Bank and Gaza","PSE","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3","13.3","12.2","12.5","13.5","15.9","17","16.8","17.9","16.1","17.1","17","17.9","18.8","17.2","17","16.7","16.3","","","","",
"Pacific island small states","PSS","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.4391035544443","43.7045817858325","43.8861403093124","44.1266383377905","44.2521782523692","44.6919523824116","44.8586696667101","44.9806191931794","45.0926990257783","45.4197506096896","45.4786268424294","45.7170815198766","45.9363227418503","46.2371189617167","46.3238591522827","46.2982983027936","46.3957034212922","46.4939305491761","46.5552056876731","47.288550040829","47.2829333246682","47.1001695355618","47.3047556616365","47.3185667259748","","","","",
"French Polynesia","PYF","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.3","42.8","42.4","41.9","41.7","42.4","41.8","42.5","42.2","42.7","42.5","42.8","42.7","","44.7","45","","","","","","","",
"Qatar","QAT","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2","","","","14.5","","","15.5","","14.6","12.3","","9.8","12.1","12","12.5","12.6","","","","",
"Romania","ROU","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.9","43","42.5","42.2","43","42","43","44.6","44.9","45.6","46.4","46.1","45.9","45.6","47.3","46.5","46.8","46.1","45.8","45.7","45.8","45.7","45.6","45.5","","","","",
"Russian Federation","RUS","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.2","50.3","50.2","50.2","50.1","50.1","50.3","50.2","50.4","50.4","50.6","51","50.9","50.9","51.2","51","50.6","50.9","50.7","50.7","50.6","50.3","","","","",
"Rwanda","RWA","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.4","","","","","33","","","","","","","","","","","","33.6","","","","","",
"South Asia","SAS","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4853489565437","13.3497773824178","13.1681224560283","13.516824333654","13.8947265914952","14.1847673221085","15.5340543848334","15.6898083233689","16.1179503420902","16.2716825174605","17.4037043785579","16.7989730907112","17.437979191871","17.9783026001059","17.9515381373531","18.2946534733931","","","","19.4254878118042","19.4632928767757","","","","","","","",
"Saudi Arabia","SAU","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9","14","14.2","14","","","","14.6","14.7","14.6","14.3","","14.2","","13.8","","","","",
"Sudan","SDN","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.2","","20.1","","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6","","","","","23.3","","","","","26.7","","","","","","",
"Singapore","SGP","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.5","42.9","43.3","43","41","44.7","41.8","42.5","42.8","","43.6","43.2","43.5","44","","44.8","45.1","45.7","45.4","","","","46.8","","","","",
"Solomon Islands","SLB","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.8","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.2","","","","","","","","","","","","","",
"El Salvador","SLV","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","28.7","29.2","36.1","36.7","32.3","31.3","33.5","33","30.8","32.5","33.1","32.9","","33.2","32.8","32.7","32.7","32.9","","","","",
"San Marino","SMR","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.4","40.8","40.5","40.3","","39.9","39.9","40.5","40.4","41.2","","41.5","41.7","41.9","42.2","42.1","42.1","42.2","42.2","42.9","43.4","","","","","","","",
"Somalia","SOM","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.7","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.7","39.8","40.1","41.7","42.4","42.4","43.2","44","44.3","","","43.9","41.6","43.5","43.9","44","45.6","45.6","44.8","45","45.4","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.1","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","","37.2","38.3","37.2","35.8","36.6","36.5","34.7","37.7","","","","","38.1","","","","","36.3","","","","","","","","",
"Slovak Republic","SVK","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.8","44.9","47.3","47.3","47.4","47.2","47.2","47.5","47.7","48.4","49.1","49.3","48.9","48.7","48.6","48.1","47.2","47.4","47.6","47.7","48.7","48.1","47.6","48.2","","","","",
"Slovenia","SVN","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.8","48.1","48.5","48.6","48.6","47.9","48.9","47.9","48.1","48","48.1","47.7","47.9","47.4","47.6","47.3","47.3","46.8","47.2","48","47.8","47.9","47.9","47.4","","","","",
"Sweden","SWE","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.5","50.7","51.5","52","51.6","51.3","51.1","50.9","50.5","50.5","50.6","50.7","50.9","50.9","50.9","50.5","50.3","50.1","49.9","50.2","49.8","49.9","50.2","50.1","","","","",
"Swaziland","SWZ","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.2","34.4","33.2","33","32.4","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.4","","","","","","","","","","","","","","","","","","","52.8","","","","","","",
"Syrian Arab Republic","SYR","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2","","","","","","","","","","16.1","15.9","16.1","","","","16.3","15.9","15.3","15.5","15.9","","","","","","",
"Turks and Caicos Islands","TCA","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","42.2","41.6","40.5","38.1","38","","","","","","","","","",
"Chad","TCD","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","5.5","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.0633270594886","37.4793636066924","35.6873278681855","36.9688337365897","37.620421863081","37.8734938741014","38.0434506741906","38.2965148104467","37.7530401583195","38.7158426967189","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.8873440764003","44.4719728225609","45.6516823765013","45.5449374154245","45.8460738153941","46.0295703218451","45.9955163947098","46.1856568071474","46.4660289070042","46.474312619904","46.7484018310509","47.0516577879791","46.7013652056463","46.8046948259911","46.9741632128693","47.0727594315509","46.8071527696723","46.9487148961724","46.7413761562665","46.7048342673835","46.5897577652046","","","","",
"Togo","TGO","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Thailand","THA","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.9","41.9","41.5","41.8","41.9","41.3","40.8","42.4","43.5","43.9","44.1","44.3","44.2","44.5","44","45.4","45.1","45","45.4","45.5","45.4","45.8","45.4","45.2","","","","",
"Tajikistan","TJK","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.2","21.7","23.5","22.8","23.3","23.6","23.7","25","24.2","23.2","23.7","24.1","23.8","23.1","22.9","21.5","","","28.9","","","","","","","","",
"Turkmenistan","TKM","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.9","","","","","","","42.1","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.1810014927412","","40.7358757569319","39.7867301652627","","40.6387095443981","40.044855286369","40.2116921871756","","","","","42.5376652578622","43.0329898782434","42.7158834749861","42.9971679376675","43.0627985238702","43.0992036748022","","43.5584068811975","","43.2369680943908","43.1129987172346","43.7189148040476","","","","",
"Timor-Leste","TLS","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.5","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.4162782697185","","","","","","","16.1667682898472","18.9589955430755","17.1968175188908","16.8712981684487","17.8027644300059","","","","17.0373364246604","17.1625879695815","","","","","","","",
"Tonga","TON","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.6","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4853489565437","13.3497773824178","13.1681224560283","13.516824333654","13.8947265914952","14.1847673221085","15.5340543848334","15.6898083233689","16.1179503420902","16.2716825174605","17.4037043785579","16.7989730907112","17.437979191871","17.9783026001059","17.9515381373531","18.2946534733931","","","","19.4254878118042","19.4632928767757","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.6","36.3","38.3","38.5","38.8","39.2","39.7","38.8","39.4","39.9","40","39.9","41.4","41.9","43.5","43.9","","","","45.6","46.3","","","46.4","","","","",
"Tunisia","TUN","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7","","","","","24.1","24.3","24.6","24.9","25","","","","","","","","26.5","27.7","","","","","",
"Turkey","TUR","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","17.2","16.7","17.7","17.9","17.6","18.2","18.7","19","19.5","19.5","21.3","21","20.4","20.9","21.5","22.4","23","23","23","23.6","25","26","","","","",
"Tuvalu","TUV","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.3","39.1","33.9","","","","","","","","","","","","","",
"Tanzania","TZA","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.5","","","","","31.1","","32.5","","","","",
"Uganda","UGA","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.9","","","","","","","34.9","","","34.7","","","","",
"Ukraine","UKR","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.1","50.3","51","51.4","51.1","50","50.5","50.6","50.9","51","49.6","49.5","49.3","49.1","50.6","50.3","49.8","49.6","49.4","","","","",
"Upper middle income","UMC","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.1472947773004","37.6699637952201","37.737770049898","38.7282015789773","39.1180343791238","39.8565599643548","39.7359581254979","39.8174498248682","38.9372399793483","39.9409842521082","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.3","","","","43.5","","","","","","46.4","46.5","45.8","48.1","","48.8","45.1","45.5","","47.9","49.3","49.2","48.2","48.5","","","","",
"United States","USA","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.6","47","47.2","47.3","47.2","47.2","47.3","47.3","47.4","47.6","47.4","47.4","47.5","47.7","47.5","47.3","47.3","47.4","47.7","48.3","48.3","47.8","47.8","47.7","","","","",
"Uzbekistan","UZB","Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment)","SL.EMP.INSV.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","37.1","36.5","36.5","36","36.9","37.1","37.2","37.2","37.1","41.6","37.1","37","40.6","40.3","40.3","39.4","","","","","","","","","","",
